"code","stage1","stage2","stage3","x","y","lonD","lonM","lonS","latD","latM","latS"
"4213062000","강원도","원주시","태장2동","77","123","127","57","15.2","37","22","46.27"
"4213063500","강원도","원주시","봉산동","77","122","127","57","33.03","37","20","40.98"
"4213065000","강원도","원주시","행구동","77","122","127","59","9.76","37","20","22.88"
"4213066000","강원도","원주시","무실동","76","122","127","55","43.59","37","20","4.42"
"4213067500","강원도","원주시","반곡관설동","77","122","127","58","25.47","37","18","56.44"
"4215000000","강원도","강릉시","","92","131","128","52","42.59","37","44","56.89"
"4215025000","강원도","강릉시","주문진읍","91","134","128","49","45.52","37","53","23.26"
"4215031000","강원도","강릉시","성산면","92","131","128","50","3.96","37","42","57.32"
"4215032000","강원도","강릉시","왕산면","92","130","128","50","24.79","37","40","11.48"
"4215033000","강원도","강릉시","구정면","92","131","128","52","56.59","37","42","55.92"
"4215034000","강원도","강릉시","강동면","94","131","128","57","23.44","37","43","31.44"
"4215035000","강원도","강릉시","옥계면","95","129","129","2","24.91","37","36","35.57"
"4215036000","강원도","강릉시","사천면","92","133","128","51","3.91","37","49","14.73"
"4215037000","강원도","강릉시","연곡면","92","134","128","50","21.11","37","51","26.75"
"4215051000","강원도","강릉시","홍제동","92","131","128","53","9.35","37","44","43.86"
"4215052000","강원도","강릉시","중앙동","93","132","128","53","50.28","37","45","6.82"
"4215054000","강원도","강릉시","옥천동","93","132","128","54","19.32","37","45","26.38"
"4215055000","강원도","강릉시","교1동","92","132","128","52","49.11","37","45","42.1"
"4215056000","강원도","강릉시","교2동","93","132","128","54","7.2","37","45","35.75"
"4215057100","강원도","강릉시","포남1동","93","132","128","54","38.08","37","45","54.47"
"4215057200","강원도","강릉시","포남2동","93","132","128","54","56.4","37","46","12.07"
"4215058000","강원도","강릉시","초당동","93","132","128","55","5.64","37","47","20.77"
"4215059000","강원도","강릉시","송정동","93","132","128","55","47.32","37","46","18.23"
"4215060000","강원도","강릉시","내곡동","92","131","128","52","59.71","37","44","10.3"
"4215061500","강원도","강릉시","강남동","93","131","0","0","0.0","0","0","0.0"
"4215064500","강원도","강릉시","성덕동","93","132","128","54","57.4","37","45","38.32"
"4215066500","강원도","강릉시","경포동","92","132","128","52","58.4","37","46","51.64"
"4217000000","강원도","동해시","","97","127","129","6","59.88","37","31","18.95"
"4217051000","강원도","동해시","천곡동","97","127","129","7","6.4","37","31","12.27"
"4217052000","강원도","동해시","송정동","97","126","129","7","51.35","37","29","48.88"
"4217053000","강원도","동해시","북삼동","97","126","129","6","40.2","37","29","23.51"
"4217054000","강원도","동해시","부곡동","96","127","129","6","25.91","37","32","2.39"
"4217055000","강원도","동해시","동호동","96","127","129","6","9.11","37","32","34.97"
"4217057000","강원도","동해시","발한동","96","127","129","6","36.71","37","32","44.3"
"4217059000","강원도","동해시","묵호동","97","127","129","7","3.23","37","32","59.48"
"4217060000","강원도","동해시","북평동","97","126","129","7","38.55","37","28","51.36"
"4217063000","강원도","동해시","망상동","96","127","129","6","24.52","37","33","18.52"
"4217065000","강원도","동해시","삼화동","96","126","129","4","14.4","37","29","16.14"
"4219000000","강원도","태백시","","95","119","128","59","16.79","37","9","40.42"
"4219051500","강원도","태백시","황지동","95","119","128","59","38.08","37","10","4.63"
"4219052500","강원도","태백시","황연동","95","119","128","59","20.23","37","10","33.27"
"4219053500","강원도","태백시","삼수동","95","119","128","58","48.55","37","10","39.45"
"4219054000","강원도","태백시","상장동","95","119","128","59","34.59","37","9","1.85"
"4219058500","강원도","태백시","문곡소도동","94","118","128","57","45.67","37","7","42.98"
"4219059500","강원도","태백시","장성동","95","117","129","0","37.71","37","5","51.42"
"4219060500","강원도","태백시","구문소동","95","117","129","1","28.08","37","5","50.01"
"4219061500","강원도","태백시","철암동","96","118","129","2","31.59","37","6","51.82"
"4221000000","강원도","속초시","","87","141","128","35","39.0","38","12","15.39"
"4221051000","강원도","속초시","영랑동","87","141","128","35","25.71","38","13","15.22"
"4221052000","강원도","속초시","동명동","87","141","128","35","52.55","38","12","35.92"
"4221054000","강원도","속초시","금호동","87","141","128","35","25.59","38","12","15.07"
"4221056000","강원도","속초시","교동","87","141","128","35","5.35","38","11","59.23"
"4221057000","강원도","속초시","노학동","87","141","128","34","42.47","38","11","39.5"
"4221058000","강원도","속초시","조양동","87","141","128","35","35.52","38","11","5.57"
"4221059000","강원도","속초시","청호동","87","141","128","35","52.59","38","11","43.1"
"4221060000","강원도","속초시","대포동","87","140","128","33","33.47","38","9","46.77"
"4223000000","강원도","삼척시","","98","125","129","10","2.96","37","26","49.51"
"4223025000","강원도","삼척시","도계읍","96","120","129","2","50.91","37","14","0.79"
"4223025300","강원도","삼척시","원덕읍","101","119","129","20","16.84","37","10","24.82"
"4223031000","강원도","삼척시","근덕면","99","124","129","13","41.2","37","22","35.17"
"4223032000","강원도","삼척시","하장면","94","123","128","56","43.11","37","20","47.88"
"4223033000","강원도","삼척시","노곡면","98","123","129","9","59.2","37","20","41.89"
"4223034000","강원도","삼척시","미로면","97","124","129","6","53.23","37","24","53.04"
"4223035000","강원도","삼척시","가곡면","98","119","129","12","27.11","37","8","48.89"
"4223036000","강원도","삼척시","신기면","96","123","129","5","7.4","37","20","48.72"
"4223051000","강원도","삼척시","남양동","98","125","129","10","14.91","37","26","23.04"
"4223053000","강원도","삼척시","교동","98","125","129","10","0.96","37","26","42.36"
"4223054000","강원도","삼척시","정라동","98","125","129","11","12.79","37","25","59.63"
"4223057000","강원도","삼척시","성내동","97","125","129","9","54.88","37","26","36.0"
"4272000000","강원도","홍천군","","75","130","127","53","27.03","37","41","39.92"
"4272025000","강원도","홍천군","홍천읍","75","130","127","53","27.32","37","41","30.39"
"4272031000","강원도","홍천군","화촌면","77","131","127","58","8.76","37","46","5.32"
"4272032000","강원도","홍천군","두촌면","78","134","128","1","16.55","37","51","57.29"
"4272033000","강원도","홍천군","내촌면","79","132","128","5","20.79","37","48","48.29"
"4272034000","강원도","홍천군","서석면","81","130","128","11","18.23","37","42","38.7"
"4272035200","강원도","홍천군","영귀미면","76","129","127","56","14.35","37","40","31.01"
"4272036000","강원도","홍천군","남면","73","128","127","46","11.32","37","36","55.02"
"4272037000","강원도","홍천군","서면","72","129","127","39","58.44","37","41","9.02"
"4272038000","강원도","홍천군","북방면","75","130","127","51","19.15","37","42","10.05"
"4272039000","강원도","홍천군","내면","84","132","128","23","31.11","37","46","15.64"
"4273000000","강원도","횡성군","","77","125","127","59","14.0","37","29","20.25"
"4273025000","강원도","횡성군","횡성읍","77","125","127","59","41.32","37","29","22.54"
"4273031000","강원도","횡성군","우천면","79","125","128","3","52.76","37","27","23.69"
"4273032000","강원도","횡성군","안흥면","80","124","128","9","29.91","37","24","34.91"
"4273033000","강원도","횡성군","둔내면","81","126","128","13","15.64","37","30","33.97"
"4273034000","강원도","횡성군","갑천면","79","127","128","6","44.64","37","33","29.42"
"4273035000","강원도","횡성군","청일면","80","127","128","9","9.35","37","34","51.33"
"4273036000","강원도","횡성군","공근면","77","126","127","57","50.15","37","32","1.2"
"4273037000","강원도","횡성군","서원면","75","125","127","51","9.76","37","29","3.39"
"4273038000","강원도","횡성군","강림면","80","123","128","7","39.47","37","21","26.72"
"4275000000","강원도","영월군","","86","119","128","27","50.47","37","10","51.1"
"4275025000","강원도","영월군","영월읍","86","119","128","28","6.11","37","11","4.51"
"4275025300","강원도","영월군","상동읍","92","118","128","49","45.11","37","7","27.32"
"4275031200","강원도","영월군","산솔면","89","118","128","40","49.74906","37","8","43.02975"
"4275032500","강원도","영월군","김삿갓면","88","118","0","0","0.0","0","0","0.0"
"4275033000","강원도","영월군","북면","85","120","128","27","26.76","37","15","5.92"
"4275034000","강원도","영월군","남면","85","119","128","24","24.11","37","11","1.48"
"4275035500","강원도","영월군","한반도면","83","120","0","0","0.0","0","0","0.0"
"4275036000","강원도","영월군","주천면","82","121","128","16","16.08","37","16","9.92"
"4275038000","강원도","영월군","무릉도원면","82","121","128","16","15.03","37","17","7.82"
"4276000000","강원도","평창군","","84","123","128","23","32.47","37","22","4.5"
"4276025000","강원도","평창군","평창읍","84","123","128","23","58.23","37","21","57.76"
"4276031000","강원도","평창군","미탄면","86","122","128","29","52.96","37","20","21.07"
"4276032000","강원도","평창군","방림면","84","124","128","23","47.35","37","25","25.07"
"4276033000","강원도","평창군","대화면","85","126","128","27","37.15","37","29","53.07"
"4276034000","강원도","평창군","봉평면","84","128","128","22","54.4","37","36","48.2"
"4276035000","강원도","평창군","용평면","85","128","128","26","32.71","37","36","14.01"
"4276036000","강원도","평창군","진부면","87","129","128","33","19.44","37","38","4.47"
"4276038000","강원도","평창군","대관령면","89","130","128","42","30.35","37","40","15.32"
"4277000000","강원도","정선군","","89","123","128","39","47.11","37","22","40.11"
"4277025000","강원도","정선군","정선읍","89","123","128","39","50.15","37","22","37.04"
"4277025300","강원도","정선군","고한읍","92","120","128","50","43.84","37","12","20.48"
"4277025600","강원도","정선군","사북읍","92","120","128","49","26.67","37","13","29.64"
"4277025900","강원도","정선군","신동읍","89","120","128","38","39.71","37","12","33.61"
"4277032000","강원도","정선군","남면","90","121","128","44","34.35","37","15","57.48"
"4277034000","강원도","정선군","북평면","89","125","128","40","21.71","37","26","45.73"
"4277035000","강원도","정선군","임계면","92","126","128","51","15.84","37","29","31.14"
"4277036000","강원도","정선군","화암면","91","123","0","0","0.0","0","0","0.0"
"4277037000","강원도","정선군","여량면","90","125","0","0","0.0","0","0","0.0"
"4278000000","강원도","철원군","","65","139","127","18","56.64","38","8","38.6"
"4278025000","강원도","철원군","철원읍","64","141","127","12","53.59","38","12","34.0"
"4278025300","강원도","철원군","김화읍","67","142","127","25","25.0","38","14","49.25"
"4278025600","강원도","철원군","갈말읍","65","139","127","18","37.55","38","8","41.82"
"4278025900","강원도","철원군","동송읍","64","141","127","12","37.2","38","12","16.1"
"4278031000","강원도","철원군","서면","67","140","127","25","4.59","38","9","42.77"
"4278032000","강원도","철원군","근남면","68","141","127","28","23.88","38","14","3.13"
"4278033000","강원도","철원군","근북면","67","143","127","24","31.4","38","18","34.89"
"4278034000","강원도","철원군","근동면","69","143","127","32","24.4","38","18","15.0"
"4278035000","강원도","철원군","원동면","73","143","127","45","14.47","38","18","16.5"
"4278036000","강원도","철원군","원남면","71","143","127","38","8.2","38","17","57.7"
"4278037000","강원도","철원군","임남면","75","143","127","51","22.47","38","17","30.89"
"4279000000","강원도","화천군","","72","139","127","42","37.28","38","6","12.27"
"4279025000","강원도","화천군","화천읍","72","139","127","42","33.4","38","6","5.63"
"4279031000","강원도","화천군","간동면","74","137","127","47","31.84","38","3","8.98"
"4279032000","강원도","화천군","하남면","71","138","127","40","12.08","38","3","21.85"
"4279033000","강원도","화천군","상서면","71","140","127","39","23.88","38","9","18.29"
"4279034000","강원도","화천군","사내면","69","138","127","31","31.96","38","4","2.69"
"4280000000","강원도","양구군","","77","139","127","59","32.08","38","6","26.25"
"4280025000","강원도","양구군","양구읍","77","139","127","59","34.15","38","6","18.72"
"4280031500","강원도","양구군","국토정중앙면","78","139","128","1","56.58240","38","6","30.55644"
"4280032000","강원도","양구군","동면","78","141","128","2","44.88","38","11","58.83"
"4280033000","강원도","양구군","방산면","76","141","127","57","6.2","38","12","22.7"
"4280034000","강원도","양구군","해안면","79","143","128","8","21.76","38","16","57.04"
"4281000000","강원도","인제군","","80","138","128","10","21.71","38","4","1.1"
"4281025000","강원도","인제군","인제읍","80","138","128","10","27.84","38","4","3.32"
"4281031000","강원도","인제군","남면","79","136","128","5","8.2","37","57","47.36"
"4281032000","강원도","인제군","북면","81","139","128","12","23.08","38","7","18.76"
"4281033000","강원도","인제군","기린면","83","136","128","19","17.4","37","57","10.23"
"4281034000","강원도","인제군","서화면","81","141","128","12","38.76","38","12","56.38"
"4281035000","강원도","인제군","상남면","82","134","128","15","44.0","37","52","16.88"
"4282000000","강원도","고성군","","85","145","128","28","12.59","38","22","40.66"
"4282025000","강원도","고성군","간성읍","85","145","128","28","9.11","38","22","32.14"
"4282025300","강원도","고성군","거진읍","85","146","128","27","17.11","38","26","0.63"
"4282031000","강원도","고성군","현내면","84","147","128","25","47.44","38","29","29.92"
"4282032000","강원도","고성군","죽왕면","86","144","128","31","40.32","38","19","33.94"
"4282033000","강원도","고성군","토성면","87","142","128","33","39.52","38","15","16.11"
"4282034000","강원도","고성군","수동면","82","146","128","17","5.67","38","25","22.39"
"4283000000","강원도","양양군","","88","138","128","37","16.88","38","4","22.2"
"4283025000","강원도","양양군","양양읍","88","138","128","37","34.67","38","4","40.16"
"4283031000","강원도","양양군","서면","87","138","128","35","15.55","38","4","7.26"
"4283032000","강원도","양양군","손양면","88","138","128","38","35.76","38","3","28.07"
"4283033000","강원도","양양군","현북면","89","137","128","43","31.15","38","0","58.57"
"4283034000","강원도","양양군","현남면","90","136","128","45","41.79","37","57","59.07"
"4283035000","강원도","양양군","강현면","87","140","128","36","35.28","38","8","50.07"
"4300000000","충청북도","","","69","107","127","29","36.91","36","37","57.0"
"4311100000","충청북도","청주시상당구","","69","106","127","30","42.23","36","35","2.39"
"4311131000","충청북도","청주시상당구","낭성면","71","106","127","36","22.28","36","37","10.82"
"4311132000","충청북도","청주시상당구","미원면","72","107","127","39","38.0","36","37","59.7"
"4311133000","충청북도","청주시상당구","가덕면","70","105","127","33","3.64","36","33","2.6"
"4311134000","충청북도","청주시상당구","남일면","69","106","127","30","42.23","36","35","2.39"
"4311135000","충청북도","청주시상당구","문의면","69","104","127","29","54.08","36","30","53.41"
"4311152500","충청북도","청주시상당구","중앙동","69","107","127","29","25.15","36","38","12.92"
"4311154500","충청북도","청주시상당구","성안동","69","107","127","29","36.71","36","37","46.45"
"4311162000","충청북도","청주시상당구","탑대성동","69","107","127","29","56.28","36","37","49.01"
"4311167000","충청북도","청주시상당구","영운동","69","106","127","30","3.59","36","36","54.51"
"4311168000","충청북도","청주시상당구","금천동","69","106","127","30","5.2","36","37","17.79"
"4311169000","충청북도","청주시상당구","용담.명암.산성동","69","107","127","30","20.59","36","37","56.01"
"4311172000","충청북도","청주시상당구","용암1동","69","106","127","30","12.28","36","36","21.2"
"4311173000","충청북도","청주시상당구","용암2동","69","106","127","30","36.59","36","36","14.91"
"4311200000","충청북도","청주시서원구","","69","107","127","28","59.84","36","38","14.14"
"4311231000","충청북도","청주시서원구","남이면","68","105","127","26","9.03","36","33","27.02"
"4311232000","충청북도","청주시서원구","현도면","68","103","127","25","34.47","36","29","1.01"
"4311251000","충청북도","청주시서원구","사직1동","69","107","127","28","59.84","36","38","14.14"
"4311252000","충청북도","청주시서원구","사직2동","69","106","127","28","33.03","36","37","43.57"
"4311253000","충청북도","청주시서원구","사창동","68","107","127","27","39.4","36","37","50.42"
"4311254000","충청북도","청주시서원구","모충동","69","106","127","28","44.32","36","37","29.3"
"4311255000","충청북도","청주시서원구","산남동","69","106","127","28","50.47","36","36","26.2"
"4311256000","충청북도","청주시서원구","분평동","69","106","127","29","26.47","36","36","20.97"
"4311257000","충청북도","청주시서원구","수곡1동","69","106","127","28","55.59","36","36","55.35"
"4311258000","충청북도","청주시서원구","수곡2동","69","106","127","28","27.11","36","36","51.94"
"4311259000","충청북도","청주시서원구","성화.개신.죽림동","68","106","127","27","0.32","36","36","51.0"
"4311300000","충청북도","청주시흥덕구","","67","106","127","21","33.91","36","37","5.52"
"4311325000","충청북도","청주시흥덕구","오송읍","66","106","127","19","36.2","36","36","22.73"
"4311331000","충청북도","청주시흥덕구","강내면","67","106","127","21","33.91","36","37","5.52"
"4311332000","충청북도","청주시흥덕구","옥산면","67","107","127","22","39.91","36","39","42.07"
"4311370000","충청북도","청주시흥덕구","운천.신봉동","69","107","127","28","43.67","36","38","42.07"
"4311374100","충청북도","청주시흥덕구","복대1동","68","107","127","26","5.03","36","37","57.38"
"4311374200","충청북도","청주시흥덕구","복대2동","68","106","127","26","45.44","36","37","23.85"
"4311374700","충청북도","청주시흥덕구","가경동","68","106","127","26","6.35","36","37","33.38"
"4311375100","충청북도","청주시흥덕구","봉명1동","68","107","127","27","41.64","36","38","14.7"
"4311375600","충청북도","청주시흥덕구","봉명2.송정동","68","107","127","27","35.84","36","38","30.42"
"4311376000","충청북도","청주시흥덕구","강서제1동","68","106","127","25","40.2","36","37","25.6"
"4311377000","충청북도","청주시흥덕구","강서제2동","68","107","127","25","49.52","36","39","30.7"
"4311400000","충청북도","청주시청원구","","69","107","127","29","15.59","36","38","39.5"
"4311425000","충청북도","청주시청원구","내수읍","70","109","127","32","16.0","36","43","15.22"
"4311425300","충청북도","청주시청원구","오창읍","68","109","127","27","24.08","36","44","21.95"
"4311431000","충청북도","청주시청원구","북이면","70","109","127","32","39.84","36","44","11.7"
"4311451000","충청북도","청주시청원구","우암동","69","107","127","29","15.59","36","38","39.5"
"4311452000","충청북도","청주시청원구","내덕1동","69","107","127","29","5.47","36","39","19.33"
"4311453000","충청북도","청주시청원구","내덕2동","69","107","127","29","39.44","36","39","16.17"
"4311454000","충청북도","청주시청원구","율량.사천동","69","107","127","29","33.11","36","39","49.35"
"4311455000","충청북도","청주시청원구","오근장동","69","108","127","28","59.91","36","41","28.67"
"4313000000","충청북도","충주시","","76","114","127","55","41.32","36","59","17.45"
"4313025000","충청북도","충주시","주덕읍","74","114","127","47","51.84","36","58","21.97"
"4313031000","충청북도","충주시","살미면","77","113","127","57","59.76","36","54","8.64"
"4313032500","충청북도","충주시","수안보면","78","111","127","59","49.2","36","50","39.67"
"4313033500","충청북도","충주시","대소원면","75","114","127","49","12.44","36","58","29.76"
"4313035000","충청북도","충주시","신니면","73","114","127","44","19.32","36","59","34.45"
"4313036000","충청북도","충주시","노은면","73","116","127","45","22.84","37","2","42.98"
"4313037000","충청북도","충주시","앙성면","73","117","127","45","18.08","37","6","17.17"
"4313038500","충청북도","충주시","중앙탑면","75","115","127","51","33.08","37","1","34.02"
"4313039000","충청북도","충주시","금가면","76","116","127","55","35.88","37","2","24.64"
"4313040000","충청북도","충주시","동량면","77","115","127","57","55.2","37","1","24.17"
"4313041000","충청북도","충주시","산척면","77","116","127","57","37.15","37","4","25.23"
"4313042000","충청북도","충주시","엄정면","76","117","127","55","2.15","37","5","1.17"
"4313043000","충청북도","충주시","소태면","75","117","127","50","59.91","37","6","24.98"
"4313051500","충청북도","충주시","성내.충인동","77","114","127","56","10.4","36","58","13.83"
"4313053500","충청북도","충주시","교현.안림동","77","114","127","56","14.88","36","58","18.98"
"4313054000","충청북도","충주시","교현2동","76","114","127","55","52.67","36","58","42.89"
"4313055000","충청북도","충주시","용산동","77","114","127","56","27.47","36","57","40.69"
"4313056000","충청북도","충주시","지현동","77","114","127","56","5.32","36","57","55.32"
"4313057100","충청북도","충주시","문화동","76","114","127","55","39.44","36","58","8.0"
"4313058000","충청북도","충주시","호암.직동","77","114","127","56","27.15","36","57","11.19"
"4313060500","충청북도","충주시","달천동","76","114","127","54","11.84","36","56","41.2"
"4313061000","충청북도","충주시","봉방동","76","114","127","55","6.44","36","58","17.44"
"4313062500","충청북도","충주시","칠금.금릉동","76","114","127","55","16.44","36","58","44.92"
"4313063000","충청북도","충주시","연수동","77","114","127","56","10.23","36","59","0.39"
"4313064000","충청북도","충주시","목행.용탄동","76","115","127","55","9.08","37","0","31.32"
"4315000000","충청북도","제천시","","81","118","128","11","35.35","37","7","47.17"
"4315025000","충청북도","제천시","봉양읍","80","118","128","7","25.96","37","7","47.29"
"4315031000","충청북도","제천시","금성면","81","116","128","10","14.96","37","3","31.39"
"4315032000","충청북도","제천시","청풍면","81","115","128","10","13.35","36","59","51.42"
"4315033000","충청북도","제천시","수산면","81","113","128","10","59.64","36","55","51.38"
"4315034000","충청북도","제천시","덕산면","81","113","128","9","59.76","36","54","32.95"
"4315035000","충청북도","제천시","한수면","79","112","128","5","2.32","36","52","56.04"
"4315036000","충청북도","제천시","백운면","78","118","128","1","40.88","37","8","5.88"
"4315038000","충청북도","제천시","송학면","82","119","128","15","47.55","37","10","55.54"
"4315051000","충청북도","제천시","교동","81","118","128","13","3.67","37","8","20.7"
"4315051800","충청북도","제천시","의림지동","81","118","128","12","54.42","37","9","43.57"
"4315052800","충청북도","제천시","중앙동","81","118","128","12","36.81","37","8","21.66"
"4315053700","충청북도","제천시","남현동","81","118","128","13","1.32","37","8","5.27"
"4315054700","충청북도","제천시","영서동","81","118","128","12","6.48","37","7","58.2"
"4315056000","충청북도","제천시","용두동","81","118","128","12","9.88","37","8","20.64"
"4315057700","충청북도","제천시","신백동","82","118","128","13","23.72","37","7","42.18"
"4315059000","충청북도","제천시","청전동","81","118","128","12","59.79","37","8","46.14"
"4315060500","충청북도","제천시","화산동","81","118","128","12","48.08","37","7","40.36"
"4372000000","충청북도","보은군","","73","103","127","43","53.79","36","29","11.52"
"4372025000","충청북도","보은군","보은읍","73","103","127","43","8.59","36","28","50.01"
"4372031500","충청북도","보은군","속리산면","75","104","127","48","44.96","36","30","33.16"
"4372032500","충청북도","보은군","장안면","74","103","127","47","27.23","36","28","0.44"
"4372033000","충청북도","보은군","마로면","75","102","127","49","21.52","36","25","58.2"
"4372034000","충청북도","보은군","탄부면","74","102","127","47","53.2","36","25","39.89"
"4372035000","충청북도","보은군","삼승면","73","101","127","43","47.32","36","23","34.19"
"4372036000","충청북도","보은군","수한면","73","103","127","42","3.28","36","28","35.17"
"4372037000","충청북도","보은군","회남면","71","102","127","34","52.71","36","26","32.79"
"4372038500","충청북도","보은군","회인면","71","104","127","35","55.2","36","29","30.98"
"4372039000","충청북도","보은군","내북면","72","105","127","39","58.4","36","34","29.98"
"4372040000","충청북도","보은군","산외면","73","105","127","44","5.15","36","32","56.63"
"4373000000","충청북도","옥천군","","71","99","127","34","25.08","36","18","12.78"
"4373025000","충청북도","옥천군","옥천읍","71","99","127","34","37.52","36","18","15.96"
"4373031000","충청북도","옥천군","동이면","71","99","127","37","21.08","36","16","51.13"
"4373032000","충청북도","옥천군","안남면","72","101","127","40","29.88","36","21","11.83"
"4373033000","충청북도","옥천군","안내면","72","101","127","39","50.67","36","23","29.52"
"4373034000","충청북도","옥천군","청성면","74","100","127","45","43.15","36","19","29.05"
"4373035000","충청북도","옥천군","청산면","74","100","127","47","38.71","36","20","36.47"
"4373036000","충청북도","옥천군","이원면","71","98","127","37","17.84","36","14","35.78"
"4373037000","충청북도","옥천군","군서면","70","99","127","31","46.47","36","16","36.19"
"4373038000","충청북도","옥천군","군북면","70","100","127","32","11.84","36","19","37.85"
"4374000000","충청북도","영동군","","74","97","127","47","8.2","36","10","19.41"
"4374025000","충청북도","영동군","영동읍","74","97","127","46","41.23","36","10","5.91"
"4374031000","충청북도","영동군","용산면","75","99","127","49","53.96","36","15","24.36"
"4374032000","충청북도","영동군","황간면","77","98","127","54","45.67","36","13","31.58"
"4374033500","충청북도","영동군","추풍령면","78","98","128","0","3.15","36","12","41.88"
"4374034000","충청북도","영동군","매곡면","77","97","127","56","3.59","36","11","16.52"
"4374035000","충청북도","영동군","상촌면","77","96","127","54","59.03","36","8","45.19"
"4374036000","충청북도","영동군","양강면","74","96","127","45","11.2","36","8","58.1"
"4374037000","충청북도","영동군","용화면","74","93","127","46","9.47","36","1","4.19"
"4374038000","충청북도","영동군","학산면","73","95","127","41","13.44","36","5","47.17"
"4374039000","충청북도","영동군","양산면","72","95","127","40","16.4","36","7","9.47"
"4374040000","충청북도","영동군","심천면","73","98","127","43","24.47","36","14","6.72"
"4374500000","충청북도","증평군","","71","110","127","34","59.84","36","46","55.85"
"4374525000","충청북도","증평군","증평읍","71","110","127","35","1.35","36","46","57.2"
"4374531000","충청북도","증평군","도안면","71","110","127","36","54.23","36","48","37.61"
"4375000000","충청북도","진천군","","68","111","127","26","15.52","36","51","9.14"
"4375025000","충청북도","진천군","진천읍","68","111","127","26","36.28","36","51","7.26"
"4375025300","충청북도","진천군","덕산읍","69","113","127","30","41.03","36","54","39.26"
"4375032000","충청북도","진천군","초평면","70","111","127","31","42.71","36","50","34.95"
"4375033000","충청북도","진천군","문백면","68","110","127","26","22.4","36","46","53.19"
"4375034000","충청북도","진천군","백곡면","67","112","127","22","44.23","36","52","51.77"
"4375035000","충청북도","진천군","이월면","68","113","127","25","50.2","36","55","21.6"
"4375037000","충청북도","진천군","광혜원면","68","114","127","26","16.08","36","59","25.85"
"4376000000","충청북도","괴산군","","74","111","127","47","19.79","36","48","44.75"
"4376025000","충청북도","괴산군","괴산읍","74","111","127","47","35.08","36","48","31.92"
"4376031000","충청북도","괴산군","감물면","76","111","127","52","37.59","36","50","1.72"
"4376032000","충청북도","괴산군","장연면","77","111","127","57","26.59","36","49","16.73"
"4376033000","충청북도","괴산군","연풍면","78","110","128","0","10.2","36","45","48.83"
"4376034000","충청북도","괴산군","칠성면","75","110","127","51","58.28","36","47","6.22"
"4376035000","충청북도","괴산군","문광면","74","110","127","47","13.91","36","47","13.07"
"4376036000","충청북도","괴산군","청천면","73","107","127","44","22.15","36","39","27.14"
"4376037000","충청북도","괴산군","청안면","72","110","127","38","30.47","36","46","8.72"
"4376039000","충청북도","괴산군","사리면","72","111","127","39","3.08","36","48","50.64"
"4376040000","충청북도","괴산군","소수면","73","111","127","44","49.44","36","51","10.27"
"4376041000","충청북도","괴산군","불정면","75","112","127","51","22.96","36","52","10.1"
"4377000000","충청북도","음성군","","72","113","127","41","33.44","36","56","14.66"
"4377025000","충청북도","음성군","음성읍","72","113","127","41","34.0","36","55","55.33"
"4377025300","충청북도","음성군","금왕읍","71","114","127","36","1.03","36","59","21.27"
"4377031000","충청북도","음성군","소이면","74","113","127","45","35.03","36","55","14.67"
"4377032000","충청북도","음성군","원남면","72","112","127","39","3.64","36","52","21.32"
"4377033000","충청북도","음성군","맹동면","70","113","127","33","53.64","36","55","38.0"
"4377034000","충청북도","음성군","대소면","69","114","127","29","7.76","36","58","8.79"
"4377035000","충청북도","음성군","삼성면","69","115","127","29","50.0","37","0","55.75"
"4377036000","충청북도","음성군","생극면","71","115","127","36","32.32","37","1","54.14"
"4377037000","충청북도","음성군","감곡면","71","117","127","38","44.4","37","6","34.14"
"4380000000","충청북도","단양군","","84","115","128","22","4.23","36","58","54.41"
"4380025000","충청북도","단양군","단양읍","84","115","128","22","13.28","36","59","1.19"
"4380025300","충청북도","단양군","매포읍","83","116","128","18","20.2","37","1","46.05"
"4380031000","충청북도","단양군","대강면","84","113","128","21","15.64","36","55","9.91"
"4380032000","충청북도","단양군","가곡면","84","115","128","23","15.52","37","1","31.98"
"4380033000","충청북도","단양군","영춘면","86","117","128","29","22.55","37","4","33.04"
"4380034000","충청북도","단양군","어상천면","84","117","128","21","39.67","37","5","57.95"
"4380035000","충청북도","단양군","적성면","83","114","128","17","42.44","36","57","28.26"
"4380036000","충청북도","단양군","단성면","83","113","128","19","32.35","36","56","3.33"
"4400000000","충청남도","","","68","100","127","25","22.64","36","19","25.94"
"4413100000","충청남도","천안시동남구","","63","110","127","9","8.88","36","48","14.85"
"4413125000","충청남도","천안시동남구","목천읍","65","110","127","14","12.71","36","46","55.75"
"4413131000","충청남도","천안시동남구","풍세면","63","108","127","7","14.96","36","43","9.5"
"4413132000","충청남도","천안시동남구","광덕면","62","108","127","6","47.96","36","41","44.88"
"4413133000","충청남도","천안시동남구","북면","65","111","127","16","31.28","36","49","28.5"
"4413134000","충청남도","천안시동남구","성남면","65","109","127","14","20.47","36","44","22.38"
"4413135000","충청남도","천안시동남구","수신면","65","109","127","16","59.03","36","43","41.66"
"4413136000","충청남도","천안시동남구","병천면","66","109","127","18","17.03","36","45","49.01"
"4413137000","충청남도","천안시동남구","동면","66","110","127","20","47.2","36","46","23.89"
"4413151000","충청남도","천안시동남구","중앙동","63","110","127","9","16.91","36","47","49.8"
